index,total_in_score,total_out_score,id,title
68,1,0,https://openalex.org/W2062920286,Wind Tunnels and Applications (71 vertices)
69,0,0,https://openalex.org/W2024327162,Wind Tunnels and Applications (71 vertices)
70,0,0,https://openalex.org/W2767287417,Wind Tunnels and Applications (71 vertices)
71,1,0,https://openalex.org/W2949900733,Wind Tunnels and Applications (71 vertices)
72,0,0,https://openalex.org/W2320460269,Wind Tunnels and Applications (71 vertices)
73,0,0,https://openalex.org/W2883016189,Wind Tunnels and Applications (71 vertices)
74,0,0,https://openalex.org/W2913657192,Wind Tunnels and Applications (71 vertices)
75,0,0,https://openalex.org/W2516134136,Wind Tunnels and Applications (71 vertices)
76,2,0,https://openalex.org/W2902313852,Wind Tunnels and Applications (71 vertices)
77,1,0,https://openalex.org/W4362472179,Wind Tunnels and Applications (71 vertices)
78,0,0,https://openalex.org/W2899154077,Wind Tunnels and Applications (71 vertices)
79,0,0,https://openalex.org/W2039819740,Wind Tunnels and Applications (71 vertices)
80,0,0,https://openalex.org/W1999140076,Wind Tunnels and Applications (71 vertices)
81,1,0,https://openalex.org/W2791658062,Wind Tunnels and Applications (71 vertices)
82,2,0,https://openalex.org/W3137920172,Wind Tunnels and Applications (71 vertices)
83,0,10,https://openalex.org/W3087876076,Wind Tunnels and Applications (71 vertices)
84,1,0,https://openalex.org/W1966627554,Wind Tunnels and Applications (71 vertices)
85,0,0,https://openalex.org/W2038398438,Wind Tunnels and Applications (71 vertices)
86,1,0,https://openalex.org/W1994816831,Wind Tunnels and Applications (71 vertices)
87,0,0,https://openalex.org/W2029843723,Wind Tunnels and Applications (71 vertices)
88,0,0,https://openalex.org/W1986635546,Wind Tunnels and Applications (71 vertices)
89,0,0,https://openalex.org/W2097155009,Wind Tunnels and Applications (71 vertices)
90,0,0,https://openalex.org/W3211343071,Wind Tunnels and Applications (71 vertices)
91,0,0,https://openalex.org/W2946704674,Wind Tunnels and Applications (71 vertices)
92,1,0,https://openalex.org/W3125628303,Wind Tunnels and Applications (71 vertices)
93,0,0,https://openalex.org/W2968390667,Wind Tunnels and Applications (71 vertices)
94,0,1,https://openalex.org/W802125580,Wind Tunnels and Applications (71 vertices)
95,0,20,https://openalex.org/W2113968971,Wind Tunnels and Applications (71 vertices)
