index,total_in_score,total_out_score,id,title,abstract
14,0,0,884,Baseball and Technical Discussions (17 vertices),"In regards ot some of the posts concerning bias in articles of k bikes
versis /2's or boxers of a later date or whatever.. Jeezzz, Lighten up!
I wrote the slash two blues for a bit of humor which seems to be lacking
in the MOA Owners News, when most of the stuff is ""I rode the the first
day, I saw that, I rode there the second day, I saw this"" 
any body out there know were the sense if humor went in people?
I though I still had mine, but I dunno... 
Regards 
Craig Vechorik
BMW MOA Ambassador #9462
DOD #843
And hey, I just want ya'll to vote.. O.K.? for SOMEBODY instead of throwing
it in the trash...

"
15,1,0,931,Baseball and Technical Discussions (17 vertices),"xgetftp-1.2 needs an archie client program.
Does anybody know, where I can get it?"
16,100,0,946,Baseball and Technical Discussions (17 vertices),"


Does anybody have a collection of occurances of 42? (before and after
The Guide). If not, I would like to receive any odd bits you might know.
postings to alt.fan.douglas.adams.

"
17,0,0,982,Baseball and Technical Discussions (17 vertices),"The table shows the results of two groups, Group A and Group B, in a tournament. Group A consists of Cardiff Devils, Humberside, Whitley Bay, Bracknell Bees, and Group B consists of Murrayfield Racers, Nottingham Panthers, Billingham Bombers, and Fife Flyers. Cardiff Devils and Murrayfield Racers top their respective groups with 8 points each, while Humberside and Nottingham Panthers finish second with 5 and 6 points respectively. The bottom two teams in each group are Whitley Bay and Bracknell Bees in Group A, and Fife Flyers and Billingham Bombers in Group B. In the second table, Basingstoke, Sheffield Steelers, Peterborough, and Slough Jets compete in a separate tournament. Basingstoke and Sheffield Steelers finish at the top with 8 and 6 points respectively, while Peterborough and Slough Jets are at the bottom with 6 and 0 points."
18,1,0,206,Collection of Varied Texts (19 vertices),"I've been following discussions about the Delta Clipper program, and I
have one small question.  As I understand it, the DC-X derived orbital
vehicle (DC-Y & 1) is to reenter the atmosphere sort of sideways, not
completely nose-first.  So why is the DC-Y look symmetric in every drawing
I've seen?  I would think that an asymmetric design, sort of like 
wingless Orbiter, may work better, since less shielding is required on the
top side.  Can anybody explain?  

- Ken Kobayashi
kkobayas@husc.harvard.edu

-- "
19,100,0,257,Collection of Varied Texts (19 vertices),"# #The article also contains numbers on the number of sexual partners.
# #The median number of sexual partners for all men 20-39 was 7.3.
# #Compared to the table I have already posted from Masters, Johnson,
# #and Kolodny showing male homosexual partners, it is apparent that
# #homosexual men are dramatically more promiscuous than the general
# #male population.  It's a shame that we don't have a breakdown for
# #straight men vs. gay/bi men -- that would show even more dramatically
# #how much more promiscuous gay/bi men are.
# 
# Possibly because gay/bi men are less likely to get married?

Marriage isn't a requirement for a couple staying together.

# What was the purpose of this post?  If it was to show a mindless obsession
# with statistics, an incredibly flawed system of reasoning, and a repellent
# hatemonger agenda, then the purpose was accomplished with panache.
# 
# (a) Get a clue.  (b) Get a life.  (c) Get out of my face.  I'm not in yours.
# 
# ----bi    Andrew D. Simchik					SCHNOPIA!

Yes you are.  When you and the rest of the homosexual community
pass laws to impose your moral codes on me, by requiring me to
hire, rent to, or otherwise associate with a homosexual against
my will, yes, you are in my face.  Until homosexuals stop trying
to impose their morals on me, I will be in your face about this."
20,95,0,306,Collection of Varied Texts (19 vertices),"
Glutamate is not an essential amino acid.  People can survive quite well
without ever eating any.
-- 
Keith Lynch, kfl@access.digex.com"
21,100,0,341,Collection of Varied Texts (19 vertices),"-----BEGIN PGP SIGNED MESSAGE-----


   2) The system is vulnerable to simple phone swapping attacks
   like this. Criminals will quickly figure this out and go to
   town.

Depends..  Its possible that the phone sends its serial number in the
clear at some specified interval... So all a listener needs to do is
get that SN, and then get the key for it...  So swapping phones isn't
a problem (for the gov't, that is).  They still know that this line
belongs to you, so they just watch the line and see the SN, and then
they get the key for that SN...

   In either case, I think we need to look at this a bit deeper.""'jbl)mW:wxlD2

Well, I think this is understood.  The major problem is that a lot of
people just don't trust this key escrow stuff, and the fact that the
algorithms are classified...  So, yes, a lot of this needs to be looked
at closer!

- -derek

PGP 2 key available upon request on the key-server:
	pgp-public-keys@toxicwaste.mit.edu

-----BEGIN PGP SIGNATURE-----
Version: 2.2

iQBuAgUBK9EbXDh0K1zBsGrxAQHzcALCAlvWtnvi7aySWf565id1MN++nsybTwQI
jQLgPKX/4tx6qjGC69BUQRZAtMQutkoVnvx/MqT5EZFM7uundRWD4cOwbb7CC4Gy
gT7JtLRqU0aF9VSf4SGNQqg=
=fGRj
-----END PGP SIGNATURE-----"
22,0,0,413,Collection of Varied Texts (19 vertices),"	>
	>In the UK, it's impossible to get approval to attach any crypto device
	>to the phone network.  (Anything that plugs in to our BT phone sockets
	>must be approved - for some reason crypto devices just never are...)
	>

	Whats the difference between a V.32bis modem and a V.32bis modem?

	I'm not being entirely silly here: what I'm pointing out is that the
	modems that they have already approved for data transmission will work
	just fine to transmit scrambled vocoded voice.

Absolutely.  I just meant that no secure *dedicated* crypto device has
ever been given approval.  Guerrilla underground devices should be well
possible with today's high-speed modems (not that I can think of many v32bis
modems that are approved either mind you - just the overpriced Couriers)

Can someone tell me if hardware compression is or is not needed to run
digital speech down 14.4K?  I think it is; I've heard it's not.  Lets
say 8 bit samples.  Would *raw* data at the corresponding sampling rate
be usable?  If not, how fancy does the compression need to be?"
23,90,0,424,Collection of Varied Texts (19 vertices),"The author argues that the Clipper Chip, a government-backed encryption device, is unnecessary and potentially harmful to privacy. They explain that strong encryption can be achieved without the Clipper Chip, using commercially available hardware. The government's efforts to control and restrict encryption have hindered the development of secure communication systems, including Qualcomm's attempt to integrate encryption into cellular phones. The author believes that cheap and secure encryption should be widely available, and questions the benefits of the government's approach to cryptography. They ask what society gains by giving up strong cryptography and allowing the government to control encryption methods."
24,100,0,477,Collection of Varied Texts (19 vertices),"The text is a conversation between two people with opposing views on gun control. One person believes that the right to keep and bear arms (RKBA) is an abomination and that public opinion, the press, and history are against it. They claim that the RKBA will be null and void by the end of the Clinton administration and that officers will collect firearms. The other person refutes these claims, arguing that only the ignorant propose gun control as a solution, and that the real issue is dealing with criminals. They also point out the irony of Clinton's budget cuts for prisons, despite his famous quote, ""It's the criminals, stupid!"" The conversation ends with the first person predicting the end of the RKBA and the other person mocking their stance, comparing it to the KKK and suggesting that avoiding criminals is the best way to stay safe."
25,0,0,515,Collection of Varied Texts (19 vertices),"

   You might try asking on one of the comp.sys.ibm.* echos (the best one
may be comp.sys.ibm.pc.hardware).  I say this because the conversion
seems more geared toward a PC user wanting to use that monitor, than
an Atari user who already can use the monitor (unless maybe they
want to really go wild - converting the monitor to VGA, then
using it as a VGA monitor with a Falcon :-)

   As for graphics cards, assuming that the Atari monitor can be
modified/adapted to handle VGA signals, you should probably be able
to use any VGA card (at least with a res around 640x400).  I haven't
tried this, but that would be my guess...

				Robert Anisko
				anisko@usdtsg.daytonoh.ncr.com
"
26,100,0,522,Collection of Varied Texts (19 vertices),"

    Check out the May issue of MacWorld; the new servers are on the
cover. Should be at your favorite newstand."
27,100,0,532,Collection of Varied Texts (19 vertices),"Hello folks!

I have an Archive XL5580 (internal QIC-80) tape drive, which is pretty
comparable to the Colorado Jumbo 250.  Since I have two floppy drives in
my system, I'm using a small card (not accelerated) made by Archive to 
attach my tape drive as a third floppy device.

The problem: Although the DOS-based QICstream software works just fine,
both the Norton and Central Point backup programs for Windows fail unless
I switch the machine to non-turbo speed (I'm using a 486DX/33 EISA).  Since
the DOS software works, it can't be a hardware problem, can it?  Has anyone
seen similar problems?  Any solutions?  Thanks in advance."
28,0,0,635,Collection of Varied Texts (19 vertices),"
You can find the salient difference in any number of 5th amendment
related Supreme Court opinions. The Court limits 5th amendment
protections to what they call ""testimonial"" evidence, as opposed to
physical evidence.

The whole question would hinge on whether a crypto key would be
considered ""testimonial"" evidence. I suppose arguments could be made
either way, though obviously I would hope it would be considered
testimonial."
29,1,0,715,Collection of Varied Texts (19 vertices),"The text discusses the differences between Cal State University and other universities in terms of their primary focus and degree offerings. Cal State University offers bachelor's and master's degrees but not PhDs due to opposition from UC. The text also highlights the qualifications of professors at Cal State University, where most hold PhDs, and the teaching structure, which includes professors and teaching assistants. At Sonoma State University, a part of the Cal State system, class sizes are typically smaller, and teaching is the primary focus."
30,98,0,763,Collection of Varied Texts (19 vertices),"

(Pleading mode on)

Please!  I'm begging you!  Quit confusing religious groups, and stop
making generalizations!  I'm a Protestant!  I'm an evangelical!  I don't
believe that my way is the only way!  I'm not a ""creation scientist""!  I
don't think that homosexuals should be hung by their toenails!  

If you want to discuss bible thumpers, you would be better off singling
out (and making obtuse generalizations about) Fundamentalists.  If you
compared the actions of Presbyterians or Methodists with those of Southern 
Baptists, you would think that they were different religions!

Please, prejudice is about thinking that all people of a group are the
same, so please don't write off all Protestants or all evangelicals!

(Pleading mode off.)

God.......I wish I could get ahold of all the Thomas Stories......"
31,1,0,771,Collection of Varied Texts (19 vertices),"
Depending on how you plan to use your SUV, I might recommend also
browsing Trailer Boats and one or more of those Pickup, Shotgun,
and 4WD magazines.  The car rags mostly seem to consider recently
graded pea gravel to be offroading and ten sacks of redwood chips
to be a bedload.  Considering that most of these SUVs seem to be 
used mostly as robust station wagons, that's probably not a bad
approach, but if your applications are more demanding, pick your
information sources accordingly.

Of the three vehicles on your short list (Explorer, 4Runner, 
Pathfinder), I'd recommend the 4Runner as being closely based 
on a rather robust pickup and the Explorer for being comfortably 
carlike.  Don't know much about the Pathfinder."
32,0,75,773,Collection of Varied Texts (19 vertices),"Hi Everyone,

I would like to get an example program(source code) to get started with a simple
editor (similar to windows dialog editor, but lot simplified) . Can someone
point me to a source such as a programming windows book, or example program
comes with Windows SDK (from Microsoft or Borland). I would greatly appreciate
it.

All I want to do is to be able to place a edit control or combobox or a listbox
on a window and be able to drag and resize.

If anyone has written similar program and don't mind sharing code or ideas, 
I would appreciate it very much.

Thnx in advance, Manu Das"
33,100,0,807,Collection of Varied Texts (19 vertices),"WANTED:
 
Cannon's Xapshot digital camera.  I'd be interested in any other
makes, but the Xapshot is the only one I'm familiar with.
I need one with a composite output and approx. 50 pictures per
disk capability.
 
If you have one for sale, or if you know of a cheap place to order one,
please leave me Email at lgibb@nyx.cs.du.edu"
34,100,0,862,Collection of Varied Texts (19 vertices),"If you could not tell which one had MSG, why restaurants bother to
use it at all? 

If you can taste the difference, psychological reaction might play a role.

The fact is, MSG is part of natural substance. Everyone, I mean EVERYONE,
consumes certain amount of MSG every day through regular diet without
the synthesized MSG additive.

Chinese, and many other Asians (Japanese, Koreans, etc) have used
MSG as flavor enhancer for two thousand years. Do you believe that
they knew how to make MSG from chemical processes? Not. They just
extracted it from natural food such sea food and meat broth.

Baring MSG is just like baring sugar which many people react to."
35,0,0,923,Collection of Varied Texts (19 vertices),"
Huh?    Did this guy just invent wreck.motorcycles?

	Curious minds want to know.
"
36,0,0,24,Computer and Social Discussions (33 vertices),"
The only time I've seen similar behaviour is when an X application forked a child
without setting close on exec on the X display connection file descriptor.
The shell waited for a ConfigureNotify event that never arrived because it got
picked up by the child.  Sometimes the shell correctly got the ConfigureNotify if
the timing was 'right'.
"
37,1,0,29,Computer and Social Discussions (33 vertices),"Hi,
    I have a piece of X code that compiles fine on pmax-ul4, pmax_mach, as
well as sun4_mach, but whenever it compiles on sun4_411, it gives me 
undefined ld errors:
_sin
_cos
_pow
_floor
_get_wmShellWidgetClass
_get_applicationShellWidgetClass

The following libraries that I linked it to are:
-lXaw -lXmu -lXt -lXext -lX11

The makefile is generated off an imake template.
Can anyone give me pointers as to what I'm missing out to compile on
a sun4_411?"
38,1,0,38,Computer and Social Discussions (33 vertices),"
Gee, what do I do?  My LDL is only 50-60. (and my HDL is only 23-25)
I must be risking something, but Is it the same risk as those with 
very high LDL?


What about exercise and a low-fat diet?  What are the long-term 
effects of this drug?
"
39,100,0,116,Computer and Social Discussions (33 vertices),"Rob Butera asks about a book called THE LOST YEARS OF JESUS, by
Elizabeth Clare Prophet.

I do not know the book. However, Miss Prophet is the leader of a
group (The Church Universal and Triumphant) derived from the I AM
group founded by a Mr. Ballard who began his mission in the 1930's
(I am writing this from memory and may not have all the details
straight -- for an old account, check your library for a bnook by
Marcus Bach) after an eighteenth-century Frenchman appeared, tapped
him on the shoulder, and offered him a cup of ""cosmic essence."" A
major tenet of the movement is that there is a monastery in the
mountains of Tibet from which a monk descends to the lower altitudes
every few centuries to preach, and that all major religions have
been founded by monks from this monastery. Typically, the Ballard
family and their successors, the Prophet family (related by
marriage, if I remember aright), base almost all their teachings on
messages they have allegedly received by telepathy from Tibet. I
should be surprised if the book you mention has any scholarly basis."
40,0,0,144,Computer and Social Discussions (33 vertices),"
I wondered the same thing.  When he first mentioned it, I thought he was
just making a mistake but then he said it over and over.  And then in the
examples from other years, he gave stats for players from both leagues even
when only one league expanded.

So (since stats *NEVER* lie :-) ), I guess there is an effect on both leagues
because the expansion draft takes talent from both leagues equally making 
every team in both leagues dilute their major league talent by calling up
players that, normally, they would not have had there not been expansion."
41,0,0,158,Computer and Social Discussions (33 vertices),"
My opinion is this:  In a society whose economy is primarily based on 
capitalism, the role of government should be to provide those goods and 
services that need providing for the general public's good.  BUT government 
should supply those necessary goods and services only when it is impossible 
for a private enterprise (or individual) to make money from providing them.
I agree with some of the other posts that this train probably can not make 
money and will rely heavily on State tax dollars.  

The question, I think, then becomes:  Do we, the general public, need the train?

I certainly do not, nor will I ever, need this train in Lubbock, Texas.  With
the inexpensive air travel provided between Dallas and Houston, I don't think
people in Dallas or Houston need it either."
42,1,0,166,Computer and Social Discussions (33 vertices),"

Why don't you start with the spec-sheet of the ISA bus first?
You can quote SCSI specs till you're blue in the face, but if they
exceed the ISA bus capability, then what's the point?

Who says IDE is limited to 5 megs/sec?  What about VLB-IDE?  Does anyone
know how they perform?


As implimented on what system?  


Given the original question (SCSI used only as a single hard drive
controller),  is it then necessary to get a SCSI drive that will do
at least 5, maybe 10 megs/sec for the SCSI choice to make any sence?
What does a 200-400 meg 5 megs/sec SCSI drive cost?


The original CGA cart back in '84 was $300.  I think the original EGA card
(or PGA?) was $800.  SCSI has stood relatively alone in not coming down
in price, mainly because we're talking about PC's and not Sun's or Sparc
or SGI or (name your favorite unix workstation).  That is, after millions
of PC buying decisions over the years, SCSI has had plenty of time to
come down in price."
43,100,0,266,Computer and Social Discussions (33 vertices),"
Steve,

If the Israelis are stupid enough to ""allow"" a second ""Palestinian""
state (the first one is Jordon), then you will probably get your
wish - and the Israelis would get what's coming to them.

However, if the ""Palestinians"" were to somehow demonstrate that 
they could govern themselves AND live in peace with their 
Jewish neighbors, then they would have to give up the idea of
Jerusalem as a part of their state - and you would be disappointed.



Yashir Koach to this. "
44,1,0,270,Computer and Social Discussions (33 vertices),"Has anyone use Snooper or MacEKG or any other similar diagnostic 
software.Any comparisons/reviews on these products would be very much 
appreciated.

Thanks in advance for your help

Cheers
--
"
45,0,0,274,Computer and Social Discussions (33 vertices),"ROLAND JUNO 60- SYNTHESIZER. EXCELLENT CONDITION. GREAT FAT ANALOG
SOUND. USED IN THE SONG ""JUMP"" BY VAN HALEN. $300 OR BEST OFFER

UNIDEN RD-9XL RADAR DETECTOR- EXCELLENT CONDITION. DON'T BE CAUGHT BY
THE COPS! $50 OR BEST OFFER! SMALLER THAN A CREDIT CARD. COMPACT!

FOR THE KEYBOARD EMAIL GREG.PARK@DARTMOUTH.EDU
FOR THE RADAR EMAIL RICH.LEE@DARTMOUTH.EDU"
46,1,0,308,Computer and Social Discussions (33 vertices),"What are the main advantages of this method?  I have seen it described, and
the algiorithm seems a  little bit long.  I developed my own method, which
requires that the points be in a counter-clockwise order, and returns
whether you are looking at the back or the front, similar to the plane eqn
method.  It uses few calculations however, basically it is several
comparisons.  The only disadvantage I see is that it must be done after the
transformation from view coordinates to coordinates to display on the
screen, which means that a little more calculation isneeded beforehand.  My
method basically figures out whether the points that will appear on the
screen are clockwise or counterclockwise.  When looking at the back of
something, the points occur in an opposite direction from the front, so
merely by figuring out which way the points go, you can tell whether you are
looking at the back or front of a 2d polygon.  Has anyone heard of this
method before?  It is so simple, I doubt i am the first to think of it.

Libertarian, atheist, semi-anarchal Techno-Rat."
47,1,0,333,Computer and Social Discussions (33 vertices),"Hello, I am looking for commercial software packages for professional
fashion designers.  Any recommendation and pointers are greatly appreciated.
Please e-mail me, if you may.  Thanks a million.  -- Ge
"
48,1,0,373,Computer and Social Discussions (33 vertices),"/ hpcc01:rec.motorcycles / cookson@mbunix.mitre.org (Cookson) /  2:02 pm  Apr  2, 1993 /

All right people, this inane bug wibbling is just getting to much.  I
propose we split off a new group.
rec.motorcycles.nutrition 
to deal with the what to do with squashed bugs thread.

-- 
----------
What?!?!? Haven't you heard about cross-posting??!?!? Leave it intact and
simply ignore the basenotes and/or responses which have zero interest for
a being of your stature and discriminating taste. ;-)

Yesterday, while on Lonoak Rd, a wasp hit my faceshield with just
enough force to glue it between my eyes, but not enough to kill it as
the legs were frantically wiggling away and I found that rather, shall
we say, distracting. I flicked it off and wiped off the residue at the
next gas stop in Greenfield. :-) BTW, Lonoak Rd leads from #25 into
King City although we took Metz from KC into Greenfield. 
  
--------------------------------------------------------------------------
Graeme Harrison, Hewlett-Packard Co., Communications Components Division,
350 W Trimble Rd, San Jose, CA 95131 (gharriso@hpcc01.corp.hp.com) DoD#649 "
49,1,0,380,Computer and Social Discussions (33 vertices),"
Perhaps it's time to start rec.sport.baseball.graffiti, where the kiddies
can go yell taunts and insults at each other and leave the rest of us in
peace.  "
50,1,0,389,Computer and Social Discussions (33 vertices),"Can anyone help me find any information on the drug Prozac?  I am writing
a report on the inventors , Eli Lilly and Co., and the product.  I need as
much help as I can get.   Thanks a lot, Adriana Gilmete.
"
51,0,0,406,Computer and Social Discussions (33 vertices),"I'm looking for a PC that is small and doesn't break apart if you drop
it on the groud. 
It doesn't have to have graphics, text only will do
just fine. It doesn't have to be fast either, 8086 will do, I hope.
But you must stand a pretty hard enviroment without breaking apart,
jumnping on it or trying to use it outdoor while it is raining and so
forth. I need 640Kb of memory and a convinient way of loading
applications into it that I wrote myself (floppy or somekind of
writeable cartridge?). 

Is there a PC like that?? And where can I get more info?
I know of the Atari portfolio but it can't stand the rain....
"
52,0,0,432,Computer and Social Discussions (33 vertices),"Let's say you have a scanned image of a line drawing; in this case a
boat, but it could be anything.  On the drawing you have a set of
reference points whose true x,y positions are known.  

Now you digitize the drawing manually (in this case, using Yaron
Danon's excellent Digitize program).  That is, you use a program which
converts cursor positions to x,y and saves those values when you click
the mouse.

Upon digitizing you notice that the reference point values that come
out of the digitizing process differ in small but significant ways
from the known true values.  This is understandable because the
scanned drawing is a reproduction of the original and there are
successive sources of distortion such as differential expansion and
contraction of paper, errors introduced in the printing process,
scanner errors and what have you.

The errors are not uniform over the entire drawing, so ""global""
adjustments such as stretching/contracting uniformly over x or y, or
rotating the whole drawing, are not satisfactory.

So the question is: does any kind soul know of an algorithm for
removing such distortion?  In particular, if I have three sets of
points 

Reference(x,y) (the known true values)

DistortedReference(x,y) (the same points, with known errors)

DistortedData(x,y) (other points, with unknown errors)

what function of Reference and Distorted could I apply to
DistortedData to remove the errors.

I suspect the problem could be solved by treating the distorted
reference points as resulting from the projection of a ""bumpy"" 3d
surface, solving for the surface and then ""flattening"" it to remove
the errors in the other data points.

Any kind and informed soul out there have any ideas, or better yet,
pointers to treatments of the same or similar problems?

Thanks,"
53,0,0,520,Computer and Social Discussions (33 vertices),"
And the initiative for actual implementation.  Clinton is not just an
innocent bystander here - They didn't just slap his name on it without
consulting him.  What exactly is his extensive history of individual
rights advocacy that people are assuming he really has nothing to do
with this?  He just went back on his pledge to cut the espionage
budget, and is now asking for more money than even Bush wanted."
54,0,0,538,Computer and Social Discussions (33 vertices),"

This is becoming a tiresome statement.  Coming from you it is 
a definition, not an assertion:

   Islam is good.  Belief in Islam is good.  Therefore, being a 
   believer in Islam can produce only good...because Islam is
   good. Blah blah blah.

That's about as circular as it gets, and equally meaningless.  To
say that something produces only good because it is only good that 
it produces is nothing more than an unapplied definition.  And
all you're application is saying that it's true if you really 
believe it's true.  That's silly.

Conversely, you say off-handedly that _anything_ can happen under
atheism.  Again, just an offshoot of believe-it-and-it-becomes-true-
don't-believe-it-and-it-doesn't.  

Like other religions I'm aquainted with, Islam teaches exclusion and
caste, and suggests harsh penalties for _behaviors_ that have no
logical call for punishment (certain limits on speech and sex, for
example).  To me this is not good.  I see much pain and suffering
without any justification, except for the _waving of the hand_ of
some inaccessible god.

By the by, you toss around the word knowledgable a bit carelessly.
For what is a _knowledgeable believer_ except a contradiction of
terms.  I infer that you mean believer in terms of having faith.
And If you need knowledge to believe then faith has nothing
to do with it, does it?"
