index,total_in_score,total_out_score,id,title,abstract
11,10,0,494,Administrative Divisions and Development (17 vertices),"A privately held company (or simply a private company) is a company whose shares and related rights or obligations are not offered for public subscription or publicly negotiated in their respective listed markets.  Instead, the company's stock is offered, owned, traded or exchanged privately, also known as ""over-the-counter"".  Related terms are unlisted organisation, unquoted company and private equity."
12,0,0,542,Administrative Divisions and Development (17 vertices),"The Rape of Hastings (also known as Hastings Rape) is one of the rapes, the traditional sub-divisions unique to the historic county of Sussex in England.  History Rapes are territorial divisions, peculiar to Sussex, that were used for administrative purpose.  The Rape of Hastings was one of six such divisions. Medieval sources and place name evidence suggest that there were people living in what became the Rape of Hastings by the late 8th century."
13,0,0,714,Administrative Divisions and Development (17 vertices),The United States census (plural censuses or census) is a census that is legally mandated by the Constitution of the United States.  It takes place every ten years.  The first census after the American Revolution was taken in 1790 under Secretary of State Thomas Jefferson.  There have been 24 federal censuses since that time.  The census includes territories of the United States.  The United States Census Bureau is responsible for conducting the census.
14,30,0,752,Administrative Divisions and Development (17 vertices),"In the United States census, the US Census Bureau and the Office of Management and Budget (OMB) define a set of self-identified categories of race and ethnicity chosen by residents, with which they most closely identify.  Residents can indicate their origins alongside their race, and are asked specifically whether they are of Hispanic or Latino origin in a separate question. Race and ethnicity are considered separate and distinct identities, with a person's origins considered in the census."
15,1,0,775,Administrative Divisions and Development (17 vertices),"Business is the practice of making one's living or making money by producing or buying and selling products (such as goods and services).  It is also ""any activity or enterprise entered into for profit. ""A business entity is not necessarily separate from the owner and the creditors can hold the owner liable for debts the business has acquired.  The taxation system for businesses is different from that of the corporates.  A business structure does not allow for corporate tax rates."
16,1,0,961,Administrative Divisions and Development (17 vertices),"The 2010 United States census was the 23rd United States census.  National Census Day, the reference day used for the census, was April 1, 2010.  The census was taken via mail-in citizen self-reporting, with enumerators serving to spot-check randomly selected neighborhoods and communities.  As part of a drive to increase the count's accuracy, 635,000 temporary enumerators were hired.  The population of the United States was counted as 308,745,538, a 9. 7% increase from the 2000 United States census."
17,80,0,981,Administrative Divisions and Development (17 vertices),"Trust is the belief that another person will do what is expected.  It brings with it a willingness for one party (the trustor) to become vulnerable to another party (the trustee), on the presumption that the trustee will act in ways that benefit the trustor.  In addition, the trustor does not have control over the actions of the trustee."
18,90,0,4,American History and Culture (18 vertices),"Ense petit placidam sub libertate quietem is a Latin passage and the official motto of the  U. S.  Commonwealth of Massachusetts and the University of Massachusetts Amherst.  The phrase is often loosely translated into English as ""By the sword we seek peace, but peace only under liberty. ""  The literal translation, however, is ""she seeks with the sword peaceful repose under liberty."
19,30,0,5,American History and Culture (18 vertices),"The American Broadcasting Company (ABC) is an American commercial broadcast television and radio network that serves as the flagship property of the Disney Entertainment division of the Walt Disney Company.  ABC is headquartered on Riverside Drive in Burbank, California, directly across the street from Walt Disney Studios and adjacent to the Team Disney – Roy E.  Disney Animation Building."
20,0,0,163,American History and Culture (18 vertices),"Old Style (O. S. ) and New Style (N. S. ) indicate dating systems before and after a calendar change, respectively.  Usually, they refer to the change from the Julian calendar to the Gregorian calendar as enacted in various European countries between 1582 and 1923.  In England, Wales, Ireland and Britain's American colonies, there were two calendar changes, both in 1752."
21,60,0,190,American History and Culture (18 vertices),"The Massachusetts Historical Society (MHS) is a major historical archive specializing in early American, Massachusetts, and New England history.  The Massachusetts Historical Society was established in 1791 and is located at 1154 Boylston Street in Boston, Massachusetts, and is the oldest historical society in the United States. The society's building was constructed in 1899 and added to the National Register of Historic Places in 1966."
22,1,0,292,American History and Culture (18 vertices),"A hood ornament (or bonnet ornament or bonnet mascot in Commonwealth English), also called a motor mascot or car mascot, is a specially crafted model that symbolizes a car company, like a badge, located on the front center portion of the hood.  It has been used as an adornment nearly since the inception of automobiles."
23,1,0,323,American History and Culture (18 vertices),"The Oregon Historical Quarterly is a peer-reviewed public history journal covering topics in the history of the U. S.  state of Oregon, for both an academic and a general audience.  It has been published continuously on a quarterly schedule by the Oregon Historical Society since 1900.  From 1900 to 1925 it was known as The Quarterly of the Oregon Historical Society; its present title was adopted in 1926."
24,5,0,353,American History and Culture (18 vertices),"The University of Pennsylvania Stuart Weitzman School of Design is the design school of the University of Pennsylvania, a private research university in Philadelphia.  It offers degrees in architecture, landscape architecture, city and regional planning, historic preservation, and fine arts, as well as several dual degrees with other graduate schools at the University of Pennsylvania.  Formerly known as PennDesign, it was renamed in 2019 after Stuart Weitzman donated an undisclosed sum."
25,10,0,417,American History and Culture (18 vertices),"The Great Seal of the State of Michigan depicts the coat of arms of the U. S.  state of Michigan on a light blue field.  On the dark blue shield the Sun rises over a lake and peninsula, a man holding a long gun with a raised hand represents peace and the ability to defend his rights.  The elk and moose are symbols of Michigan, while the bald eagle represents the United States. The design features three Latin mottos."
26,1,0,423,American History and Culture (18 vertices),"The Grand River (Ottawa: owashtanong, ""Far-Flowing Water"") is a 252-mile-long (406 km) river in the Lower Peninsula of the U. S.  state of Michigan.  The longest river in Michigan, the Grand River rises in Hillsdale County, and flows in a generally northwesterly direction to its mouth at Lake Michigan in the city of Grand Haven.  The river flows through a number of cities, including Jackson, Lansing, Ionia, and Grand Rapids."
27,1,0,472,American History and Culture (18 vertices),"A holiday is a day or other period of time set aside for festivals or recreation.  Public holidays are set by public authorities and vary by state or region.  Religious holidays are set by religious organisations for their members and are often also observed as public holidays in religious majority countries.  Some religious holidays, such as Christmas, have become secularised by part or all of those who observe them."
28,1,0,539,American History and Culture (18 vertices),"""Michigander"" ( mih-shə-GAN-der) and ""Michiganian"" ( mih-shə-GAY-nee-ən) are unofficial demonyms for natives and residents of the U. S.  state of Michigan.  Less common alternatives include Michiganer, Michiganite, Michiganese, Michigine, and Michigoose (female).  Difference in terminology = Michigander vs.  Michiganian =While governors Jim Blanchard, John Engler, and Jennifer Granholm used Michiganian, more recent governors Rick Snyder and Gretchen Whitmer have used Michigander."
29,1,0,639,American History and Culture (18 vertices),"Coordinated Universal Time (UTC) is the primary time standard globally used to regulate clocks and time.  It establishes a reference for the current time, forming the basis for civil time and time zones.  UTC facilitates international communication, navigation, scientific research, and commerce. UTC has been widely embraced by most countries and is the effective successor to Greenwich Mean Time (GMT) in everyday usage and common applications."
30,1,0,642,American History and Culture (18 vertices),"Contemporary architecture is the architecture of the 21st century.  No single style is dominant.  Contemporary architects work in several different styles, from postmodernism, high-tech architecture and new references and interpretations of traditional architecture to highly conceptual forms and designs, resembling sculpture on an enormous scale."
31,1,0,773,American History and Culture (18 vertices),"The Seattle metropolitan area is an urban conglomeration in the U. S.  state of Washington that comprises  Seattle, its surrounding satellites and suburbs.  The United States Census Bureau defines the Seattle–Tacoma–Bellevue, WA metropolitan statistical area as the three most populous counties in the state: King, Pierce, and Snohomish."
32,1,0,786,American History and Culture (18 vertices),"The Oregon Historical Society (OHS) is an organization that encourages and promotes the study and understanding of the history of the State of Oregon, within the broader context of U. S.  history.  Incorporated in 1898, the Society collects, preserves, and makes available materials of historical character and interest, and collaborates with other groups and individuals with similar aims."
33,1,0,812,American History and Culture (18 vertices),"Standard time is the synchronization of clocks within a geographical region to a single time standard, rather than a local mean time standard.  Generally, standard time agrees with the local mean time at some meridian that passes through the region, often near the centre of the region.  Historically, standard time was established during the 19th century to aid weather forecasting and train travel.  Applied globally in the 20th century, the geographical regions became time zones."
34,1,0,840,American History and Culture (18 vertices),"Broadcasting & Cable (B&C, or Broadcasting+Cable) was a telecommunications industry  monthly trade magazine and, later, news website published by Future US.  Founded in 1931 as Broadcasting, subsequent mergers, acquisitions and industry evolution saw a series of name changes, including Broadcasting and Broadcast Advertising, and Broadcasting-Telecasting, before adopting its current name in 1993."
35,85,0,863,American History and Culture (18 vertices),"The Fox Theatre is a performing arts center located at 2211 Woodward Avenue in Downtown Detroit, Michigan, near the Grand Circus Park Historic District.  Opened in 1928 as a flagship movie palace in the Fox Theatres chain, it was at over 5,000 seats the largest theater in the city.  Designed by theater architect C.  Howard Crane, it was listed on the National Register of Historic Places in 1985.  It was designated a National Historic Landmark in 1989 for its architecture."
36,80,0,1,Definitions and Practical Aspects (17 vertices),"A weapon, arm, or armament is any implement or device that is used to deter, threaten, inflict physical damage, harm, or kill.  Weapons are used to increase the efficacy and efficiency of activities such as hunting, crime (e. g. , murder), law enforcement, self-defense, warfare, or suicide.  In a broader context, weapons may be construed to include anything used to gain a tactical, strategic, material, or mental advantage over an adversary or enemy target."
37,50,0,97,Definitions and Practical Aspects (17 vertices),"An office is a space where the employees of an organization perform administrative work in order to support and realize the various goals of the organization.  The word ""office"" may also denote a position within an organization with specific duties attached to it (see officer or official); the latter is an earlier usage, as ""office"" originally referred to the location of one's duty.  In its adjective form, the term ""office"" may refer to business-related tasks."
38,1,0,158,Definitions and Practical Aspects (17 vertices),"The Port Authority of New York and New Jersey, (PANYNJ; stylized, in logo since 2020, as Port Authority NY NJ) is a joint venture between the U. S.  states of New York and New Jersey, established in 1921 through an interstate compact authorized by the United States Congress.   The Port Authority oversees much of the regional transportation infrastructure, including bridges, tunnels, airports, and seaports, within the geographical jurisdiction of the Port of New York and New Jersey."
39,50,0,166,Definitions and Practical Aspects (17 vertices),"Terrorism, in its broadest sense, is the use of violence against non-combatants to achieve political or ideological aims.  The term is used in this regard primarily to refer to intentional violence during peacetime or in the context of war against non-combatants.  There are various different definitions of terrorism, with no universal agreement about it.  Different definitions of terrorism emphasize its randomness, its aim to instill fear, and its broader impact beyond its immediate victims."
40,75,0,168,Definitions and Practical Aspects (17 vertices),"Peace is a state of harmony in the absence of hostility and violence.  In a societal sense, peace is commonly used to mean a lack of conflict (such as war) and freedom from fear of violence between individuals or groups.  Promotion of peace is a core tenet of many philosophies, religions, and ideologies, many of which consider it a core tenet of their philosophy."
41,80,0,212,Definitions and Practical Aspects (17 vertices),"Business administration is the administration of a commercial enterprise.  It includes all aspects of overseeing and supervising the business operations of an organization.  Overview The administration of a business includes the performance or management of business operations and decision-making, as well as the efficient organization of people and other resources to direct activities towards common goals."
42,50,0,397,Definitions and Practical Aspects (17 vertices),"An office is a space where the employees of an organization perform administrative work in order to support and realize the various goals of the organization.  The word ""office"" may also denote a position within an organization with specific duties attached to it (see officer or official); the latter is an earlier usage, as ""office"" originally referred to the location of one's duty.  In its adjective form, the term ""office"" may refer to business-related tasks."
43,1,0,441,Definitions and Practical Aspects (17 vertices),"Loyola Press is a publishing house based in Chicago, Illinois.  It is a nonprofit apostolate of the Midwest Province of the Society of Jesus.  It has no connection with Loyola University Chicago. It publishes school books for the parochial school market, as well as trade books for adults and children.  In 1997, the press did publish a bestseller: The Gift of Peace, the last testament of Cardinal Joseph Bernardin."
44,10,1,581,Definitions and Practical Aspects (17 vertices),"UJA-Federation of New York (United Jewish Appeal⁣ – ⁣Federation of Jewish Philanthropies of New York, Inc. ) is the largest local philanthropy in the world.  Headquartered in New York City, the organization raises and allocates funds annually to fulfill a mission to “care for Jews everywhere and New Yorkers of all backgrounds, respond to crises close to home and far away, and shape our Jewish future."
45,50,0,646,Definitions and Practical Aspects (17 vertices),"Terrorism, in its broadest sense, is the use of violence against non-combatants to achieve political or ideological aims.  The term is used in this regard primarily to refer to intentional violence during peacetime or in the context of war against non-combatants.  There are various different definitions of terrorism, with no universal agreement about it.  Different definitions of terrorism emphasize its randomness, its aim to instill fear, and its broader impact beyond its immediate victims."
46,1,0,649,Definitions and Practical Aspects (17 vertices),"An organization or organisation (Commonwealth English; see spelling differences), is an entity—such as a company, or corporation or an institution (formal organization), or an association—comprising one or more people and having a particular purpose. Organizations may also operate secretly or illegally in the case of secret societies, criminal organizations, and resistance movements.  And in some cases may have obstacles from other organizations (e. g. : MLK's organization)."
47,10,0,678,Definitions and Practical Aspects (17 vertices),"Combat (French for fight) is a purposeful violent conflict between multiple combatants with the intent to harm the opposition.  Combat may be armed (using weapons) or unarmed (not using weapons).  Combat is resorted to either as a method of self-defense or to impose one's will upon others.  An instance of combat can be a standalone confrontation or part of a wider conflict, and its scale can range from a fight between individuals to a war between organized groups."
48,50,0,713,Definitions and Practical Aspects (17 vertices),"An office is a space where the employees of an organization perform administrative work in order to support and realize the various goals of the organization.  The word ""office"" may also denote a position within an organization with specific duties attached to it (see officer or official); the latter is an earlier usage, as ""office"" originally referred to the location of one's duty.  In its adjective form, the term ""office"" may refer to business-related tasks."
49,50,0,749,Definitions and Practical Aspects (17 vertices),"An office is a space where the employees of an organization perform administrative work in order to support and realize the various goals of the organization.  The word ""office"" may also denote a position within an organization with specific duties attached to it (see officer or official); the latter is an earlier usage, as ""office"" originally referred to the location of one's duty.  In its adjective form, the term ""office"" may refer to business-related tasks."
50,1,0,838,Definitions and Practical Aspects (17 vertices),"War is an armed conflict between the armed forces of states, or between governmental forces and armed groups that are organized under a certain command structure and have the capacity to sustain military operations, or between such organized groups.  It is generally characterized by widespread violence, destruction, and mortality, using regular or irregular military forces.  Warfare refers to the common activities and characteristics of types of war, or of wars in general."
51,80,0,869,Definitions and Practical Aspects (17 vertices),"In business, operational objectives (also known as tactical objectives) are short-term goals whose achievement brings an organization closer to its long-term goals.  It is slightly different from strategic objectives, which are longer term goals of a business, but they are closely related, as a business will only be able to achieve strategic objectives when operational objectives have been met."
52,50,0,958,Definitions and Practical Aspects (17 vertices),"Terrorism, in its broadest sense, is the use of violence against non-combatants to achieve political or ideological aims.  The term is used in this regard primarily to refer to intentional violence during peacetime or in the context of war against non-combatants.  There are various different definitions of terrorism, with no universal agreement about it.  Different definitions of terrorism emphasize its randomness, its aim to instill fear, and its broader impact beyond its immediate victims."
53,0,0,38,Definitions and Scientific Concepts (64 vertices),"Surface mining, including strip mining, open-pit mining and mountaintop removal mining, is a broad category of mining in which soil and rock overlying the mineral deposit (the overburden) are removed, in contrast to underground mining, in which the overlying rock is left in place, and the mineral is removed through shafts or tunnels."
54,1,0,80,Definitions and Scientific Concepts (64 vertices),"Pleasure is experience that feels good, that involves the enjoyment of something.  It contrasts with pain or suffering, which are forms of feeling bad.  It is closely related to value, desire and action: humans and other conscious animals find pleasure enjoyable, positive or worthy of seeking.  A great variety of activities may be experienced as pleasurable, like eating, having sex, listening to music or playing games."
55,1,0,108,Definitions and Scientific Concepts (64 vertices),Architect of record is the architect or architecture firm whose name appears on a building permit issued for a specific project on which that architect or firm performed services.   Issuance of building permits Building permits are issued by a government agency with the authority in a certain jurisdiction to regulate building construction and enforce building codes.
56,0,0,136,Definitions and Scientific Concepts (64 vertices),"Downtown Chicago, Illinois, has some double-decked and a few triple-decked streets immediately north and south of the Main Branch and immediately east of the South Branch of the Chicago River.  The most famous and longest of these is Wacker Drive, which replaced the South Water Street Market upon its 1926 completion.   The resulting bi-level street has an upper-level riverfront boulevard, a lower-level roadway for commercial and through traffic, and a recreational walkway at water level."
57,1,1,150,Definitions and Scientific Concepts (64 vertices),"A government agency or state agency, sometimes an appointed commission, is a permanent or semi-permanent organization in the machinery of government (bureaucracy) that is responsible for the oversight and administration of specific functions, such as an administration.  There is a notable variety of agency types.  Although usage differs, a government agency is normally distinct both from a department or ministry, and other types of public body established by government."
58,25,0,164,Definitions and Scientific Concepts (64 vertices),"The Council on Tall Buildings and Urban Habitat (CTBUH) is an international body in the field of tall buildings, including skyscrapers, and sustainable urban design.  A non-profit organization based at the Monroe Building in Chicago, Illinois, United States, the CTBUH announces the title of ""The World's Tallest Building"" and is widely considered to be an authority on the official height of tall buildings."
59,10,0,171,Definitions and Scientific Concepts (64 vertices),"Pleasure is experience that feels good, that involves the enjoyment of something.  It contrasts with pain or suffering, which are forms of feeling bad.  It is closely related to value, desire and action: humans and other conscious animals find pleasure enjoyable, positive or worthy of seeking.  A great variety of activities may be experienced as pleasurable, like eating, having sex, listening to music or playing games."
60,1,0,172,Definitions and Scientific Concepts (64 vertices),Architect of record is the architect or architecture firm whose name appears on a building permit issued for a specific project on which that architect or firm performed services.   Issuance of building permits Building permits are issued by a government agency with the authority in a certain jurisdiction to regulate building construction and enforce building codes.
61,1,0,180,Definitions and Scientific Concepts (64 vertices),"Greenwich Street is a north–south street in the New York City borough of Manhattan.  It extends from the intersection of Ninth Avenue and Gansevoort Street in the Meatpacking District at its northernmost end to its southern end at Battery Park.  Greenwich Street runs through the Meatpacking District, the West Village, Hudson Square, and Tribeca. Main east–west streets crossed include, from north to south, Christopher Street, Houston Street, Canal Street, and Chambers Street."
62,0,0,181,Definitions and Scientific Concepts (64 vertices),"Mercy University (Mercy NY), previously known as Mercy College, is a private research university with a main campus in Dobbs Ferry, New York, and additional locations in Manhattan and the Bronx.  It is a federally designated minority-serving institution and the largest private Hispanic-Serving Institution in the state of New York."
63,10,1,186,Definitions and Scientific Concepts (64 vertices),"Waverly Place is a narrow street in the Greenwich Village section of the New York City borough of Manhattan, that runs from Bank Street to Broadway.  Waverly changes direction roughly at its midpoint at Christopher Street, turning about 120 degrees from a north–south street to a northwest–southeast street.  At Christopher Street, the traffic direction changes as well, from southbound to westbound."
64,0,0,193,Definitions and Scientific Concepts (64 vertices),"An island or isle is a piece of land, distinct from a continent, completely surrounded by water.  There are continental islands, which were formed by being split from a continent by plate tectonics, and oceanic islands, which have never been part of a continent.  Oceanic islands can be formed from volcanic activity, grow into atolls from coral reefs, and form from sediment along shorelines, creating barrier islands.  River islands can also form from sediment and debris in rivers."
65,2,0,201,Definitions and Scientific Concepts (64 vertices),"New York City's Theater District, sometimes spelled Theatre District and officially zoned as the ""Theater Subdistrict"", is an area and neighborhood in Midtown Manhattan where most Broadway theaters are located, in addition to other theaters, movie theaters, restaurants, hotels, and other places of entertainment.  It is bounded by West 40th Street on the south, West 54th Street on the north, Sixth Avenue on the east and Eighth Avenue on the west, and includes Times Square."
66,10,0,210,Definitions and Scientific Concepts (64 vertices),"The  ZIP Code system (an acronym for Zone Improvement Plan) is the system of postal codes used by the United States Postal Service (USPS).  The term ZIP was chosen to suggest that the mail travels more efficiently and quickly (zipping along) when senders include the code in the postal address.  ZIP Code and ZIP+4 are registered trademarks of the United States Postal Service, which also registered ZIP Code as a service mark until 1997."
67,1,0,216,Definitions and Scientific Concepts (64 vertices),The United States federal executive departments are the principal units of the executive branch of the federal government of the United States.  They are analogous to ministries common in parliamentary or semi-presidential systems but (the United States being a presidential system) they are led by a head of government who is also the head of state.  The executive departments are the administrative arms of the president of the United States.  There are currently 15 executive departments.
68,0,1,243,Definitions and Scientific Concepts (64 vertices),"Navy Pier is a 3,300-foot-long (1,010 m) pier on the shoreline of Lake Michigan, located in the Streeterville neighborhood of the Near North Side community area in Chicago, Illinois, United States.  Navy Pier encompasses over 50 acres (20 ha) of shops, restaurants, live theaters, family attractions, parks (including Polk Bros Park), gardens, and exhibition facilities, and it is one of the top destinations in the Midwestern United States, drawing over nine million visitors annually."
69,1,0,247,Definitions and Scientific Concepts (64 vertices),"Thornton Tomasetti (formerly the Thornton-Tomasetti Group, Thornton Tomasetti Engineers, Lev Zetlin & Associates, LZA Technology and Weidlinger Associates) is a global, 1,500+ person science and engineering consulting firm."
70,1,0,250,Definitions and Scientific Concepts (64 vertices),"The past is the set of all events that occurred before a given point in time.  The past is contrasted with and defined by the present and the future.  The concept of the past is derived from the linear fashion in which human observers experience time, and is accessed through memory and recollection.  In addition, human beings have recorded the past since the advent of written language."
71,1,0,262,Definitions and Scientific Concepts (64 vertices),"In Canada, the United States and Spain, a port authority (less commonly a port district) is a governmental or quasi-governmental public authority for a special-purpose district usually formed by a legislative body (or bodies) to operate ports and other transportation infrastructure."
72,0,0,280,Definitions and Scientific Concepts (64 vertices),"Long Island City (LIC) is a neighborhood within the New York City borough of Queens.  It is bordered by Astoria to the north; the East River to the west; Sunnyside to the east; and Newtown Creek, which separates Queens from Greenpoint, Brooklyn, to the south.   Its name refers to its location on the western tip of Long Island. Incorporated as a city in 1870, Long Island City was originally the seat of government of the Town of Newtown, before becoming part of the City of Greater New York in 1898."
73,0,0,283,Definitions and Scientific Concepts (64 vertices),"Work, labor (labour in Commonwealth English), or an occupation or job is the intentional activity people perform to support the needs and desires of themselves, other people, or organizations.  In the context of economics, work can be viewed as the human activity that contributes (along with other factors of production) towards the goods and services within an economy."
74,1,0,289,Definitions and Scientific Concepts (64 vertices),"The Western Front was one of the main theatres of war during the First World War.  Following the outbreak of war in August 1914, the Imperial German Army opened the Western Front by invading Luxembourg and Belgium, then gaining military control of important industrial regions in France.  The German advance was halted with the Battle of the Marne."
75,0,0,327,Definitions and Scientific Concepts (64 vertices),"Wacker Drive is a major multilevel street in Chicago, Illinois, running along the south side of the main branch and the east side of the south branch of the Chicago River in the Loop.   The vast majority of the street is double-decked; the upper level is intended for regular street-level traffic, and the lower level for service vehicles, deliveries, waste collection, utility access, and through traffic."
76,1,0,332,Definitions and Scientific Concepts (64 vertices),"The Afghan conflict (Pashto: دافغانستان جنګونه; Persian: درگیری افغانستان) is a term that refers to the series of events that have kept Afghanistan in a near-continuous state of armed conflict since the 1970s.  Early instability followed the collapse of the Kingdom of Afghanistan in the largely non-violent 1973 coup d'état, which deposed Afghan monarch Mohammad Zahir Shah in absentia, ending his 40-year-long reign."
77,1,0,334,Definitions and Scientific Concepts (64 vertices),"Public policy is an institutionalized proposal or a decided set of elements like laws, regulations, guidelines, and actions to solve or address relevant and problematic social issues, guided by a conception and often implemented by programs.  These policies govern and include various aspects of life such as education, health care, employment, finance, economics, transportation, and all over elements of society.  The implementation of public policy is known as public administration."
78,1,0,393,Definitions and Scientific Concepts (64 vertices),"The Syrian civil war is an ongoing conflict in Syria that began with the Syrian Revolution in March 2011 when popular discontent with the Ba'athist regime ruled by Bashar al-Assad triggered large-scale protests and pro-democracy rallies across Syria, as part of the wider Arab Spring protests in the region.  The Assad regime responded to protests with lethal force, sparking a civil war that culminated in the fall of the Assad regime in December 2024."
79,1,0,403,Definitions and Scientific Concepts (64 vertices),"A suicide attack is a deliberate attack in which the perpetrators knowingly sacrifice their own lives as part of the attack.  These attacks are often associated with terrorism or military conflicts and are considered a form of murder–suicide.  Suicide attacks involving explosives are commonly referred to as suicide bombings.  In the context of terrorism, they are also commonly referred to as an act of suicide terrorism."
80,0,0,406,Definitions and Scientific Concepts (64 vertices),"The Boulevard City (BLVD CITY) (Arabic: بوليفارد سيتي, romanized: Būlīfārd Sītī), formerly Boulevard Riyadh City and simply known as The Boulevard, is a 220-acre (89 ha) mixed-use development at the Prince Turki al-Awwal Road in the Hittin neighborhood of Riyadh, Saudi Arabia, containing high-end retail and entertainment outlets.  Opened in 2019, it operates primarily during the annual Riyadh Season entertainment festival."
81,1,0,418,Definitions and Scientific Concepts (64 vertices),"The New York City Department of Parks and Recreation, also called the Parks Department or NYC Parks, is the department of the government of New York City responsible for maintaining the city's parks system, preserving and maintaining the ecological diversity of the city's natural areas, and furnishing recreational opportunities for city's residents and visitors."
82,0,0,450,Definitions and Scientific Concepts (64 vertices),"Emergency medicine is the medical specialty concerned with the care of illnesses or injuries requiring immediate medical attention.  Emergency medicine physicians (often called ""ER doctors"" in the United States) specialize in providing care for unscheduled and undifferentiated patients of all ages."
83,0,0,466,Definitions and Scientific Concepts (64 vertices),"The insurgency in Khyber Pakhtunkhwa, also known as the War in North-West Pakistan or Pakistan's war on terror, is an ongoing armed conflict involving Pakistan and Islamist militant groups such as the Tehrik-i-Taliban Pakistan (TTP), Jundallah, Lashkar-e-Islam (LeI), TNSM, al-Qaeda, and their Central Asian allies such as the ISIL–Khorasan (ISIL), Islamic Movement of Uzbekistan, East Turkistan Movement, Emirate of Caucasus, and elements of organized crime."
84,25,0,483,Definitions and Scientific Concepts (64 vertices),"The Council on Tall Buildings and Urban Habitat (CTBUH) is an international body in the field of tall buildings, including skyscrapers, and sustainable urban design.  A non-profit organization based at the Monroe Building in Chicago, Illinois, United States, the CTBUH announces the title of ""The World's Tallest Building"" and is widely considered to be an authority on the official height of tall buildings."
85,0,0,512,Definitions and Scientific Concepts (64 vertices),"Yale University is a private Ivy League research university in New Haven, Connecticut, United States.  Founded in 1701, Yale is the third-oldest institution of higher education in the United States, and one of the nine colonial colleges chartered before the American Revolution. Yale was established as the Collegiate School in 1701 by Congregationalist clergy of the Connecticut Colony."
86,1,0,523,Definitions and Scientific Concepts (64 vertices),"The Islamic Republic of Afghanistan was a presidential republic in Afghanistan from 2004 to 2021.  The state was established to replace the Afghan interim (2001–2002) and transitional (2002–2004) administrations, which were formed after the 2001 United States invasion of Afghanistan that had toppled the partially recognized Taliban-ruled Islamic Emirate of Afghanistan."
